blank,NoName,NoName
callada01,Dave,Callahan
callami01,Mickey,Callaway
callani01,Jimmy,Callahan
calloro01,Ron,Calloway
calzana01,Napoleon,Calzado
camacer01,Ernie,Camacho
camerke01,Kevin,Cameron
camermi01,Mike,Cameron
caminar01,Arquimedes,Caminero
caminke01,Ken,Caminiti
cammaer01,Eric,Cammack
camniha01,Harry,Camnitz
camniho01,Howie,Camnitz
campato01,Tony,Campana
campbbr02,Brett,Campbell
campbji03,Jim,Campbell
campbke01,Kevin,Campbell
campbmi01,Mike,Campbell
campbvi01,Vin,Campbell
campijo01,Jorge,Campillo
campsh01,Shawn,Camp
campusi01,Sil,Campusano
canalge01,George,Canale
canatwi01,Willie,Cañate
cancero01,Robinson,Cancel
candaca01,Casey,Candaele
candejo01,John,Candelaria
candito01,Tom,Candiotti
cangejo01,John,Cangelosi
canizba01,Barbaro,Canizares
canizja01,Jay,Canizaro
cannian01,Andy,Cannizaro
canoro01,Robinson,Cano
cansejo01,José,Canseco
canseoz01,Ozzie,Canseco
cantujo01,Jorge,Cantú
canzlru01,Russ,Canzler
capeljo01,Jose,Capellan
capelmi01,Mike,Capel
cappsca01,Carter,Capps
cappsma01,Matt,Capps
caprani01,Nick,Capra
capuach01,Chris,Capuano
carabra01,Ramon,Caraballo
cardead01,Adrian,Cardenas
cardoja01,Javier,Cardona
careyma01,Max,Carey
careypa01,Paul,Carey
carides01,Esmailin,Caridad
carigan01,Andrew,Carignan
carlilu01,Luke,Carlin
carlsda01,Dan,Carlson
carlsje01,Jesse,Carlson
carlssw01,Swede,Carlstrom
carlybu01,Buddy,Carlyle
carmado01,Don,Carman
carmofa01,Roberto,Hernandez
carmora01,Rafael,Carmona
carpean01,Drew,Carpenter
carpebu01,Bubba,Carpenter
carpech01,Chris,Carpenter
carpech02,Chris,Carpenter
carpecr01,Cris,Carpenter
carpeda01,David,Carpenter
carpeda02,David,Carpenter
carpema01,Matt,Carpenter
carpmi01,Mike,Carp
carraca01,Carlos,Carrasco
carradj01,D.J.,Carrasco
carragi01,Giovanni,Carrara
carrahe01,Hector,Carrasco
carrch02,Chuck,Carr
carream01,Amalio,Carreño
carreez01,Ezequiel,Carrera
carrejo01,Joel,Carreno
carrema01,Mark,Carreon
carribi02,Bill,Carrigan
carrice01,Cesar,Carrillo
carrima01,Matias,Carrillo
carrobr01,Brett,Carroll
carroja01,Jamey,Carroll
carsoma01,Matt,Carson
carsoro01,Robert,Carson
cartean01,Andy,Carter
cartech01,Chris,Carter
cartech02,Chris,Carter
cartega01,Gary,Carter
carteje01,Jeff,Carter
cartejo01,Joe,Carter
cartela01,Larry,Carter
cartela02,Lance,Carter
cartest01,Steve,Carter
carusmi01,Mike,Caruso
carvama01,Marcos,Carvajal
carych01,Chuck,Cary
casanra01,Raul,Casanova
caseyjo01,Joe,Casey
caseyse01,Sean,Casey
cashica01,Carl,Cashion
cashke01,Kevin,Cash
cashnan01,Andrew,Cashner
casiala01,Larry,Casian
casilal01,Alexi,Casilla
casimca01,Carlos,Casimiro
cassebo01,Bobby,Cassevah
